,ticker,tradeDate,label,factor
0,1,20130228,-1,0.4490870229525165
1,2,20130228,-1,0.4753834806658971
2,60,20130228,-1,0.39006767343289483
3,63,20130228,1,0.42644861689557206
4,69,20130228,-1,0.44214624277269504
5,100,20130228,1,0.45594774493637114
6,157,20130228,-1,0.46045911972915976
7,402,20130228,0,0.4216730203173856
8,423,20130228,1,0.5504885841761787
9,425,20130228,-1,0.5994005317848989
10,538,20130228,1,0.4766755881585347
11,568,20130228,-1,0.4897137643001543
12,623,20130228,-1,0.39680630992686794
13,625,20130228,1,0.38152571377967176
14,630,20130228,0,0.3720138005721465
15,651,20130228,0,0.428818034047274
16,686,20130228,0,0.42818988382832635
17,709,20130228,-1,0.45709240105605087
18,728,20130228,-1,0.581819298712122
19,768,20130228,0,0.3323969270278404
20,783,20130228,-1,0.5017325455546029
21,792,20130228,1,0.4845125600603981
22,858,20130228,0,0.47584835365971806
23,876,20130228,-1,0.4231324001958174
24,895,20130228,1,0.46872896863222807
25,600000,20130228,0,0.6329594797797208
26,600009,20130228,1,0.4965989162961708
27,600010,20130228,1,0.38711194406251753
28,600015,20130228,0,0.5657821351797386
29,600016,20130228,0,0.5913582383269386
30,600019,20130228,0,0.49822442825715324
31,600028,20130228,1,0.464428088551523
32,600029,20130228,0,0.5406661373628753
33,600030,20130228,-1,0.5116587892508697
34,600031,20130228,-1,0.3520629530998186
35,600036,20130228,0,0.6009746217155014
36,600050,20130228,0,0.4709898879549937
37,600066,20130228,1,0.531121714022821
38,600068,20130228,0,0.49142358428481964
39,600085,20130228,1,0.48463685468919
40,600089,20130228,-1,0.5083510951846664
41,600100,20130228,0,0.5316723627493142
42,600104,20130228,-1,0.5504752434141427
43,600109,20130228,-1,0.3856113859771836
44,600111,20130228,-1,0.3953611981112251
45,600118,20130228,0,0.3784650478347336
46,600153,20130228,0,0.4742357037222021
47,600170,20130228,1,0.541197631233828
48,600177,20130228,1,0.487118463979926
49,600188,20130228,0,0.4586889153071302
50,600196,20130228,1,0.4608329356102043
51,600208,20130228,-1,0.5257245111140072
52,600221,20130228,1,0.5604575451589726
53,600271,20130228,-1,0.5889451010198797
54,600309,20130228,1,0.5355280638757156
55,600362,20130228,-1,0.4398558169259017
56,600383,20130228,-1,0.5070380618569678
57,600415,20130228,0,0.5222956435121063
58,600489,20130228,0,0.4593112751173483
59,600519,20130228,0,0.44438773581486324
60,600547,20130228,0,0.4403640283705333
61,600583,20130228,1,0.46475293443213206
62,600585,20130228,-1,0.43748495101119395
63,600588,20130228,1,0.506932122166827
64,600649,20130228,0,0.45206458674199135
65,600660,20130228,0,0.48255163750458435
66,600674,20130228,0,0.47997727335446144
67,600690,20130228,0,0.5182931112723066
68,600739,20130228,-1,0.3697883747519863
69,600741,20130228,0,0.5529665390699949
70,600795,20130228,1,0.5169832765967816
71,600804,20130228,1,0.5358417446014149
72,600837,20130228,-1,0.424780284595704
73,600900,20130228,1,0.6014228401872896
74,2024,20130228,0,0.4729025422883648
75,601988,20130228,0,0.5787033523948816
76,600048,20130228,-1,0.44303756774596326
77,601006,20130228,0,0.43642406476451473
78,601111,20130228,0,0.48778482071644524
79,601398,20130228,0,0.6228318874891425
80,601333,20130228,0,0.454158891415225
81,601628,20130228,0,0.5043480305623085
82,601166,20130228,-1,0.5317808437377424
83,601318,20130228,-1,0.5599937656265721
84,338,20130228,-1,0.4808283445858652
85,601998,20130228,0,0.5827493520957293
86,601328,20130228,0,0.6075139696480242
87,601600,20130228,-1,0.4919567072227625
88,2142,20130228,-1,0.6094841599933022
89,601009,20130228,-1,0.5324921903829319
90,601169,20130228,0,0.6321916577265103
91,601939,20130228,0,0.6468474205288576
92,601088,20130228,0,0.49297894278012605
93,601857,20130228,0,0.4280958376523796
94,601390,20130228,0,0.5448334539622043
95,2202,20130228,0,0.5152694289499213
96,601866,20130228,0,0.5111683155527543
97,601601,20130228,-1,0.5680602433634274
98,601899,20130228,0,0.5048759937542341
99,601186,20130228,-1,0.5184450605222458
100,413,20130228,0,0.5250266094855013
101,415,20130228,-1,0.5905505635721683
102,503,20130228,-1,0.4361773007820541
103,540,20130228,-1,0.5453691234353863
104,559,20130228,-1,0.4558930551168091
105,725,20130228,1,0.5110589526440572
106,738,20130228,1,0.31803102780632797
107,750,20130228,-1,0.3374622887999333
108,776,20130228,-1,0.38074988903769796
109,826,20130228,0,0.48380656261384863
110,963,20130228,1,0.5306157613683365
111,600008,20130228,1,0.5005406006628426
112,600038,20130228,0,0.4452358456233362
113,600115,20130228,0,0.49264686466234237
114,600157,20130228,0,0.5940776736427378
115,600276,20130228,1,0.5008381339243346
116,600332,20130228,1,0.3640448233830352
117,600340,20130228,0,0.5770288317706297
118,600352,20130228,1,0.38192416461318224
119,600369,20130228,-1,0.46026589931087203
120,600372,20130228,0,0.380950503767302
121,600373,20130228,-1,0.49004872268130334
122,600406,20130228,-1,0.46077688770242103
123,600485,20130228,0,0.5444305925830525
124,600518,20130228,1,0.4226645466485881
125,600535,20130228,1,0.4212942959930244
126,600570,20130228,0,0.5424325507075323
127,600637,20130228,0,0.3728762372950841
128,600663,20130228,-1,0.4061776255562233
129,600688,20130228,0,0.415266030198517
130,600703,20130228,1,0.47768361644895374
131,600705,20130228,0,0.5269738501284228
132,600827,20130228,-1,0.5527406901210611
133,601607,20130228,0,0.4296428795498177
134,600886,20130228,1,0.4826909403761215
135,600887,20130228,1,0.46775172315215185
136,600893,20130228,0,0.41728627746592545
137,2007,20130228,0,0.5085071679820056
138,2008,20130228,1,0.40765925240038137
139,2065,20130228,1,0.4650638469125829
140,600018,20130228,0,0.4610975801620366
141,2081,20130228,-1,0.603558582187449
142,601919,20130228,0,0.4792722137793968
143,2153,20130228,0,0.5829597466353239
144,2146,20130228,0,0.40484551081443587
145,601099,20130228,0,0.3820586488554003
146,601958,20130228,0,0.5121049601096679
147,2230,20130228,1,0.44836480718544086
148,2236,20130228,1,0.49539711283925125
149,2252,20130228,1,0.47995222444524216
150,2241,20130228,1,0.42930625484213275
151,601668,20130228,-1,0.48422818246370775
152,601766,20130228,-1,0.47216302634925356
153,601788,20130228,-1,0.4403998439758463
154,601727,20130228,0,0.5431477221546047
155,2292,20130228,-1,0.5549291055635703
156,600999,20130228,-1,0.38677561378285374
157,601633,20130228,1,0.5614669115597823
158,601888,20130228,1,0.5206254203078748
159,601989,20130228,-1,0.5218473119866847
160,2304,20130228,-1,0.45179522504260106
161,601618,20130228,0,0.4972586632726664
162,300017,20130228,1,0.5831920198951853
163,300024,20130228,0,0.3837673513649614
164,300027,20130228,0,0.3578008993320588
165,601688,20130228,-1,0.382127196635313
166,2385,20130228,-1,0.45444152577642605
167,300059,20130228,1,0.4437942074779723
168,2415,20130228,1,0.5408717175411477
169,2456,20130228,1,0.5677165212151235
170,300070,20130228,1,0.6130841266848199
171,601118,20130228,0,0.40155474406985503
172,2450,20130228,1,0.5463226578866405
173,300124,20130228,0,0.5612897465147451
174,2465,20130228,0,0.5426888074045813
175,601018,20130228,0,0.47730139788203246
176,601288,20130228,-1,0.5943781997122776
177,2470,20130228,0,0.5819387746856567
178,601377,20130228,-1,0.48806080021686893
179,2475,20130228,0,0.47052616348974446
180,601818,20130228,0,0.6186860408780224
181,2500,20130228,0,0.45235986316558513
182,601933,20130228,0,0.4334867760883761
183,601216,20130228,0,0.5973033375845322
184,2594,20130228,-1,0.44896830378265723
185,601901,20130228,1,0.3536546237310735
186,300251,20130228,1,0.48619062141275055
187,601669,20130228,-1,0.42437381069694713
188,601555,20130228,-1,0.32145308931707833
189,601800,20130228,0,0.5032526098336827
190,2673,20130228,0,0.35349053469401737
191,601336,20130228,-1,0.3872051374247784
192,603993,20130228,0,0.3837119775161691
193,8,20130228,1,0.4721002680873722
194,627,20130228,0,0.4795824202549098
195,671,20130228,-1,0.4914331314547914
196,723,20130228,0,0.4486860010424496
197,839,20130228,0,0.5475491521905221
198,898,20130228,-1,0.46892856628863416
199,938,20130228,0,0.47515162753286433
200,959,20130228,-1,0.571633968744865
201,961,20130228,-1,0.38172321533041464
202,983,20130228,-1,0.47648196792491065
203,600011,20130228,1,0.5049850081280283
204,600021,20130228,0,0.5478869190972602
205,600061,20130228,1,0.5686947404148762
206,600074,20130228,0,0.5786037255030924
207,600219,20130228,0,0.5366530328989378
208,600233,20130228,1,0.49852404691740665
209,600297,20130228,1,0.5943599360469753
210,600376,20130228,-1,0.5630002998926652
211,600390,20130228,1,0.5353438912340636
212,600436,20130228,1,0.4161540032261773
213,600498,20130228,1,0.517387032806034
214,600522,20130228,0,0.4641605731591582
215,600549,20130228,-1,0.42194077104125427
216,600606,20130228,-1,0.4240200738961073
217,600682,20130228,0,0.6188707808764284
218,600685,20130228,-1,0.4267318926286687
219,600704,20130228,-1,0.5165232633288054
220,600816,20130228,-1,0.48736761427623443
221,600820,20130228,0,0.5846403426624154
222,600871,20130228,0,0.37709535836013647
223,600895,20130228,0,0.533728671350594
224,2027,20130228,0,0.5829746674561908
225,600482,20130228,1,0.45531462018978025
226,2044,20130228,0,0.5234957276121347
227,2074,20130228,1,0.5611155406280769
